city,confirm,critical,date,dead,province,severe
奉节,4,0,2020-01-28,0,重庆市,0
巫山,5,0,2020-01-28,0,重庆市,0
巫溪,5,0,2020-01-28,0,重庆市,0
石柱,7,0,2020-01-28,0,重庆市,0
秀山,1,0,2020-01-28,0,重庆市,0
两江新区,8,0,2020-01-28,0,重庆市,0
广州,63,0,2020-01-28,0,广东省,0
深圳,63,0,2020-01-28,0,广东省,0
佛山,18,0,2020-01-28,0,广东省,0
珠海,14,0,2020-01-28,0,广东省,0
惠州,12,0,2020-01-28,0,广东省,0
中山,12,0,2020-01-28,0,广东省,0
阳江,10,0,2020-01-28,0,广东省,0
东莞,7,0,2020-01-28,0,广东省,0
湛江,7,0,2020-01-28,0,广东省,0
汕头,6,0,2020-01-28,0,广东省,0
清远,6,0,2020-01-28,0,广东省,0
揭阳,6,0,2020-01-28,0,广东省,0
肇庆,5,0,2020-01-28,0,广东省,0
韶关,4,0,2020-01-28,0,广东省,0
梅州,4,0,2020-01-28,0,广东省,0
茂名,2,0,2020-01-28,0,广东省,0
河源,1,0,2020-01-28,0,广东省,0
汕尾,1,0,2020-01-28,0,广东省,0
海口,9,0,2020-01-28,0,海南省,0
三亚,14,0,2020-01-28,0,海南省,0
儋州,5,0,2020-01-28,0,海南省,0
琼海,1,0,2020-01-28,0,海南省,0
万宁,8,0,2020-01-28,0,海南省,0
东方,1,0,2020-01-28,0,海南省,0
澄迈,2,0,2020-01-28,0,海南省,0
临高,1,0,2020-01-28,0,海南省,0
陵水,1,0,2020-01-28,0,海南省,0
琼中,1,0,2020-01-28,0,海南省,0
南京,14,0,2020-01-28,0,江苏省,0
无锡,9,0,2020-01-28,0,江苏省,0
徐州,8,0,2020-01-28,0,江苏省,0
常州,8,0,2020-01-28,0,江苏省,0
苏州,20,0,2020-01-28,1,江苏省,0
南通,6,0,2020-01-28,0,江苏省,0
连云港,3,0,2020-01-28,0,江苏省,0
淮安,3,0,2020-01-28,0,江苏省,0
盐城,6,0,2020-01-28,0,江苏省,0
扬州,8,0,2020-01-28,0,江苏省,0
镇江,2,0,2020-01-28,0,江苏省,1
泰州,8,0,2020-01-28,0,江苏省,0
宿迁,4,0,2020-01-28,0,江苏省,0
沈阳,8,0,2020-01-28,0,辽宁省,0
大连,5,0,2020-01-28,0,辽宁省,0
本溪,2,0,2020-01-28,0,辽宁省,0
丹东,5,0,2020-01-28,0,辽宁省,0
锦州,4,0,2020-01-28,0,辽宁省,0
营口,1,0,2020-01-28,0,辽宁省,0
辽阳,1,0,2020-01-28,0,辽宁省,0
铁岭,2,0,2020-01-28,0,辽宁省,0
朝阳,3,0,2020-01-28,0,辽宁省,0
盘锦,2,0,2020-01-28,0,辽宁省,0
葫芦岛,3,0,2020-01-28,0,辽宁省,0
西宁,6,0,2020-01-28,0,青海省,0
晋中,9,0,2020-01-28,0,山西省,1
运城,4,0,2020-01-28,0,山西省,0
太原,3,0,2020-01-28,0,山西省,0
大同,3,0,2020-01-28,0,山西省,0
吕梁,3,0,2020-01-28,0,山西省,1
朔州,2,0,2020-01-28,0,山西省,0
长治,1,0,2020-01-28,0,山西省,0
阳泉,1,0,2020-01-28,0,山西省,0
临汾,1,0,2020-01-28,0,山西省,0
乌鲁木齐,6,0,2020-01-28,0,新疆,3
伊犁州,4,0,2020-01-28,0,新疆,1
吐鲁番,1,0,2020-01-28,0,新疆,0
第七师,1,0,2020-01-28,0,新疆,0
第八师石河子,1,0,2020-01-28,0,新疆,0
厦门,6,0,2020-01-28,0,福建省,0
漳州,6,0,2020-01-28,0,福建省,0
泉州,13,0,2020-01-28,0,福建省,0
三明,8,0,2020-01-28,0,福建省,0
莆田,14,0,2020-01-28,0,福建省,0
南平,3,0,2020-01-28,0,福建省,0
龙岩,1,0,2020-01-28,0,福建省,0
宁德,7,0,2020-01-28,0,福建省,0
南宁,7,0,2020-01-28,0,广西,0
柳州,6,0,2020-01-28,0,广西,1
桂林,16,0,2020-01-28,0,广西,3
梧州,4,0,2020-01-28,0,广西,0
北海,13,0,2020-01-28,0,广西,0
防城港,5,0,2020-01-28,1,广西,1
玉林,2,0,2020-01-28,0,广西,0
百色,2,0,2020-01-28,0,广西,0
河池,3,0,2020-01-28,0,广西,0
石家庄,10,0,2020-01-28,0,河北省,2
廊坊,9,0,2020-01-28,0,河北省,1
沧州,8,0,2020-01-28,0,河北省,0
保定,6,0,2020-01-28,0,河北省,0
邯郸,4,0,2020-01-28,0,河北省,0
邢台,3,0,2020-01-28,0,河北省,0
衡水,3,0,2020-01-28,0,河北省,1
唐山,3,0,2020-01-28,0,河北省,0
承德,1,0,2020-01-28,0,河北省,0
张家口,1,0,2020-01-28,0,河北省,0
武汉,1905,0,2020-01-28,0,湖北省,0
黄石,86,0,2020-01-28,0,湖北省,0
十堰,88,0,2020-01-28,0,湖北省,0
襄阳,131,0,2020-01-28,0,湖北省,0
宜昌,63,0,2020-01-28,0,湖北省,0
荆州,101,0,2020-01-28,0,湖北省,0
荆门,142,0,2020-01-28,0,湖北省,0
鄂州,84,0,2020-01-28,0,湖北省,0
孝感,274,0,2020-01-28,0,湖北省,0
黄冈,324,0,2020-01-28,0,湖北省,0
咸宁,112,0,2020-01-28,0,湖北省,0
随州,116,0,2020-01-28,0,湖北省,0
恩施州,51,0,2020-01-28,0,湖北省,0
仙桃,32,0,2020-01-28,0,湖北省,0
天门,34,0,2020-01-28,0,湖北省,0
潜江,8,0,2020-01-28,0,湖北省,0
神农架林区,3,0,2020-01-28,0,湖北省,0
南昌,25,0,2020-01-28,0,江西省,0
九江,16,0,2020-01-28,0,江西省,0
赣州,16,0,2020-01-28,0,江西省,0
宜春,14,0,2020-01-28,0,江西省,0
新余,11,0,2020-01-28,1,江西省,0
上饶,9,0,2020-01-28,0,江西省,0
抚州,9,0,2020-01-28,0,江西省,0
吉安,4,0,2020-01-28,1,江西省,0
景德镇,2,0,2020-01-28,0,江西省,0
萍乡,2,0,2020-01-28,1,江西省,0
鹰潭,1,0,2020-01-28,0,江西省,0
呼和浩特,2,0,2020-01-28,0,内蒙古,0
包头,3,0,2020-01-28,0,内蒙古,0
呼伦贝尔,2,1,2020-01-28,0,内蒙古,0
兴安盟,1,0,2020-01-28,0,内蒙古,0
通辽,1,0,2020-01-28,0,内蒙古,0
赤峰,2,0,2020-01-28,0,内蒙古,0
锡林郭勒盟,2,0,2020-01-28,0,内蒙古,1
鄂尔多斯,2,0,2020-01-28,0,内蒙古,0
巴彦淖尔,1,0,2020-01-28,0,内蒙古,0
济南,11,0,2020-01-28,0,山东省,0
青岛,15,0,2020-01-28,0,山东省,0
淄博,4,0,2020-01-28,0,山东省,0
枣庄,8,0,2020-01-28,0,山东省,0
烟台,10,0,2020-01-28,0,山东省,0
潍坊,5,0,2020-01-28,0,山东省,0
济宁,5,0,2020-01-28,0,山东省,0
泰安,3,0,2020-01-28,0,山东省,0
威海,11,0,2020-01-28,0,山东省,0
日照,7,0,2020-01-28,0,山东省,0
临沂,15,0,2020-01-28,0,山东省,0
德州,11,0,2020-01-28,0,山东省,0
聊城,3,0,2020-01-28,0,山东省,0
滨州,6,0,2020-01-28,0,山东省,0
菏泽,7,0,2020-01-28,0,山东省,0
西安,15,0,2020-01-28,0,陕西省,0
宝鸡,3,0,2020-01-28,0,陕西省,0
咸阳,4,0,2020-01-28,0,陕西省,0
铜川,5,0,2020-01-28,0,陕西省,0
渭南,3,0,2020-01-28,0,陕西省,0
延安,2,0,2020-01-28,0,陕西省,0
汉中,4,0,2020-01-28,0,陕西省,0
安康,8,0,2020-01-28,0,陕西省,0
商洛,2,0,2020-01-28,0,陕西省,0
河北,7,0,2020-01-28,0,天津市,0
河东,5,0,2020-01-28,0,天津市,0
南开,2,0,2020-01-28,0,天津市,0
西青,2,0,2020-01-28,0,天津市,0
和平,1,0,2020-01-28,0,天津市,0
滨海新区,1,0,2020-01-28,0,天津市,0
红桥,1,0,2020-01-28,0,天津市,0
河西,3,0,2020-01-28,0,天津市,0
其他,2,0,2020-01-28,0,天津市,0
昆明,15,0,2020-01-28,0,云南省,0
丽江,6,0,2020-01-28,0,云南省,0
德宏州,2,0,2020-01-28,0,云南省,0
保山,4,0,2020-01-28,0,云南省,0
曲靖,5,0,2020-01-28,0,云南省,0
玉溪,5,0,2020-01-28,0,云南省,0
红河州,2,0,2020-01-28,0,云南省,0
西双版纳州,6,0,2020-01-28,0,云南省,0
大理州,3,0,2020-01-28,0,云南省,0
昭通,2,0,2020-01-28,0,云南省,0
普洱,1,0,2020-01-28,0,云南省,0
东城,2,0,2020-01-28,0,北京市,0
西城,8,0,2020-01-28,0,北京市,0
朝阳,17,0,2020-01-28,0,北京市,0
海淀,21,0,2020-01-28,0,北京市,0
丰台,7,0,2020-01-28,0,北京市,0
石景山,2,0,2020-01-28,0,北京市,0
通州,7,0,2020-01-28,0,北京市,0
顺义,2,0,2020-01-28,0,北京市,0
大兴,7,0,2020-01-28,0,北京市,0
昌平,7,0,2020-01-28,0,北京市,0
其他,11,0,2020-01-28,0,北京市,0
兰州,14,0,2020-01-28,0,甘肃省,3
白银,1,0,2020-01-28,0,甘肃省,0
临夏州,2,0,2020-01-28,0,甘肃省,0
定西,1,0,2020-01-28,0,甘肃省,0
张掖,2,0,2020-01-28,0,甘肃省,0
陇南,1,0,2020-01-28,0,甘肃省,0
金昌,1,0,2020-01-28,0,甘肃省,0
天水,1,0,2020-01-28,0,甘肃省,0
平凉,1,0,2020-01-28,0,甘肃省,0
贵阳,1,0,2020-01-28,0,贵州省,0
六盘水,1,0,2020-01-28,0,贵州省,0
铜仁,2,0,2020-01-28,0,贵州省,0
黔南州,4,0,2020-01-28,0,贵州省,0
黔西南州,1,0,2020-01-28,0,贵州省,0
哈尔滨,11,0,2020-01-28,0,黑龙江省,0
齐齐哈尔,3,0,2020-01-28,0,黑龙江省,0
牡丹江,1,0,2020-01-28,0,黑龙江省,0
佳木斯,5,0,2020-01-28,0,黑龙江省,0
大庆,5,0,2020-01-28,0,黑龙江省,0
鸡西,1,0,2020-01-28,0,黑龙江省,0
双鸭山,1,0,2020-01-28,0,黑龙江省,0
七台河,2,0,2020-01-28,0,黑龙江省,0
绥化,8,0,2020-01-28,0,黑龙江省,0
长沙,46,0,2020-01-28,0,湖南省,7
衡阳,17,0,2020-01-28,0,湖南省,4
株洲,13,0,2020-01-28,0,湖南省,2
湘潭,8,0,2020-01-28,0,湖南省,1
邵阳,19,0,2020-01-28,0,湖南省,5
岳阳,26,0,2020-01-28,0,湖南省,1
常德,26,0,2020-01-28,0,湖南省,4
益阳,14,0,2020-01-28,0,湖南省,2
郴州,7,0,2020-01-28,0,湖南省,0
永州,11,0,2020-01-28,0,湖南省,3
怀化,18,0,2020-01-28,0,湖南省,6
娄底,13,0,2020-01-28,0,湖南省,3
湘西自治州,3,0,2020-01-28,0,湖南省,0
长春,1,0,2020-01-28,0,吉林省,0
吉林,3,0,2020-01-28,0,吉林省,0
松原,2,0,2020-01-28,0,吉林省,0
四平,1,0,2020-01-28,0,吉林省,0
公主岭,1,0,2020-01-28,0,吉林省,0
通化,1,0,2020-01-28,0,吉林省,0
银川,7,0,2020-01-28,0,宁夏,0
中卫,1,0,2020-01-28,0,宁夏,0
固原,1,0,2020-01-28,0,宁夏,0
吴中,3,0,2020-01-28,0,宁夏,0
浦东,12,0,2020-01-28,0,上海市,0
长宁,5,0,2020-01-28,0,上海市,0
静安,7,0,2020-01-28,0,上海市,0
徐汇,3,0,2020-01-28,0,上海市,0
虹口,2,0,2020-01-28,0,上海市,0
闵行,2,0,2020-01-28,0,上海市,0
青浦,2,0,2020-01-28,0,上海市,0
黄埔,3,0,2020-01-28,0,上海市,0
宝山,2,0,2020-01-28,0,上海市,0
嘉定,1,0,2020-01-28,0,上海市,0
奉贤,1,0,2020-01-28,0,上海市,0
其他,40,0,2020-01-28,0,上海市,0
成都,46,0,2020-01-28,0,四川省,0
绵阳,8,0,2020-01-28,0,四川省,0
自贡,7,0,2020-01-28,0,四川省,0
广安,7,0,2020-01-28,0,四川省,0
泸州,5,0,2020-01-28,0,四川省,0
南充,5,0,2020-01-28,0,四川省,0
内江,4,0,2020-01-28,0,四川省,0
达州,4,0,2020-01-28,0,四川省,0
遂宁,3,0,2020-01-28,0,四川省,0
甘孜州,3,0,2020-01-28,0,四川省,0
德阳,2,0,2020-01-28,0,四川省,0
乐山,2,0,2020-01-28,0,四川省,0
宜宾,2,0,2020-01-28,0,四川省,0
巴中,2,0,2020-01-28,0,四川省,0
雅安,2,0,2020-01-28,0,四川省,0
资阳,2,0,2020-01-28,0,四川省,0
凉山州,2,0,2020-01-28,0,四川省,0
广元,1,0,2020-01-28,0,四川省,0
眉山,1,0,2020-01-28,0,四川省,0
杭州,51,0,2020-01-28,0,浙江省,14
宁波,20,0,2020-01-28,0,浙江省,1
温州,114,0,2020-01-28,3,浙江省,8
湖州,5,0,2020-01-28,0,浙江省,0
嘉兴,14,0,2020-01-28,0,浙江省,5
绍兴,19,0,2020-01-28,0,浙江省,4
金华,13,0,2020-01-28,0,浙江省,1
衢州,8,0,2020-01-28,0,浙江省,1
舟山,6,0,2020-01-28,0,浙江省,1
台州,40,0,2020-01-28,0,浙江省,5
丽水,6,0,2020-01-28,0,浙江省,2
郑州,40,0,2020-01-28,0,河南省,0
开封,3,0,2020-01-28,0,河南省,0
洛阳,2,0,2020-01-28,0,河南省,0
平顶山,5,0,2020-01-28,0,河南省,0
安阳,14,0,2020-01-28,0,河南省,0
鹤壁,5,0,2020-01-28,0,河南省,0
新乡,7,0,2020-01-28,0,河南省,0
焦作,2,0,2020-01-28,0,河南省,0
濮阳,1,0,2020-01-28,0,河南省,0
许昌,2,0,2020-01-28,0,河南省,0
漯河,9,0,2020-01-28,0,河南省,0
三门峡,4,0,2020-01-28,0,河南省,0
南阳,31,0,2020-01-28,0,河南省,0
商丘,14,0,2020-01-28,0,河南省,0
周口,19,0,2020-01-28,0,河南省,0
信阳,32,0,2020-01-28,0,河南省,0
驻马店,16,0,2020-01-28,0,河南省,0
阜阳,21,0,2020-01-27,0,安徽省,0
合肥,16,0,2020-01-27,0,安徽省,0
马鞍山,10,0,2020-01-27,0,安徽省,0
芜湖,9,0,2020-01-27,0,安徽省,0
铜陵,9,0,2020-01-27,0,安徽省,0
安庆,8,0,2020-01-27,0,安徽省,0
亳州,8,0,2020-01-27,0,安徽省,0
黄山,4,0,2020-01-27,0,安徽省,0
滁州,4,0,2020-01-27,0,安徽省,0
六安,4,0,2020-01-27,0,安徽省,0
宿州,3,0,2020-01-27,0,安徽省,0
蚌埠,3,0,2020-01-27,0,安徽省,0
淮南,2,0,2020-01-27,0,安徽省,0
宣城,2,0,2020-01-27,0,安徽省,0
淮北,2,0,2020-01-27,0,安徽省,0
池州,1,0,2020-01-27,0,安徽省,0
万州,15,1,2020-01-27,0,重庆市,2
黔江,1,0,2020-01-27,0,重庆市,0
涪陵,1,0,2020-01-27,0,重庆市,0
大渡口,6,0,2020-01-27,0,重庆市,2
江北,4,1,2020-01-27,0,重庆市,1
九龙坡,5,1,2020-01-27,0,重庆市,1
南岸,1,0,2020-01-27,0,重庆市,0
渝北,6,0,2020-01-27,0,重庆市,0
巴南,1,0,2020-01-27,0,重庆市,0
长寿,7,0,2020-01-27,0,重庆市,2
江津,2,0,2020-01-27,0,重庆市,0
合川,4,0,2020-01-27,0,重庆市,0
永川,3,0,2020-01-27,0,重庆市,1
綦江,2,0,2020-01-27,0,重庆市,0
大足,1,0,2020-01-27,0,重庆市,0
璧山,3,0,2020-01-27,0,重庆市,1
铜梁,2,0,2020-01-27,0,重庆市,0
潼南,2,0,2020-01-27,0,重庆市,0
开州,9,0,2020-01-27,0,重庆市,0
梁平,1,0,2020-01-27,0,重庆市,0
城口,1,0,2020-01-27,0,重庆市,0
丰都,3,0,2020-01-27,0,重庆市,0
垫江,5,0,2020-01-27,0,重庆市,1
忠,9,0,2020-01-27,0,重庆市,1
云阳,10,0,2020-01-27,0,重庆市,1
奉节,3,0,2020-01-27,0,重庆市,0
巫山,5,0,2020-01-27,0,重庆市,0
巫溪,5,0,2020-01-27,0,重庆市,0
石柱,6,0,2020-01-27,0,重庆市,0
秀山,1,0,2020-01-27,0,重庆市,0
两江新区,8,0,2020-01-27,0,重庆市,0
广州,51,0,2020-01-27,0,广东省,0
深圳,49,0,2020-01-27,0,广东省,0
珠海,12,0,2020-01-27,0,广东省,0
汕头,5,0,2020-01-27,0,广东省,0
佛山,18,0,2020-01-27,0,广东省,0
韶关,4,0,2020-01-27,0,广东省,0
梅州,3,0,2020-01-27,0,广东省,0
惠州,11,0,2020-01-27,0,广东省,0
汕尾,1,0,2020-01-27,0,广东省,0
东莞,2,0,2020-01-27,0,广东省,0
中山,6,0,2020-01-27,0,广东省,0
阳江,8,0,2020-01-27,0,广东省,0
湛江,5,0,2020-01-27,0,广东省,0
肇庆,4,0,2020-01-27,0,广东省,0
清远,5,0,2020-01-27,0,广东省,0
揭阳,4,0,2020-01-27,0,广东省,0
海口,6,0,2020-01-27,0,海南省,0
三亚,10,0,2020-01-27,0,海南省,0
儋州,4,0,2020-01-27,0,海南省,0
万宁,7,0,2020-01-27,0,海南省,0
临高,1,0,2020-01-27,0,海南省,0
陵水,1,0,2020-01-27,0,海南省,0
澄迈,2,0,2020-01-27,0,海南省,0
郑州,37,0,2020-01-27,0,河南省,0
开封,2,0,2020-01-27,0,河南省,0
洛阳,2,0,2020-01-27,0,河南省,0
平顶山,5,0,2020-01-27,0,河南省,0
安阳,11,0,2020-01-27,0,河南省,0
鹤壁,2,0,2020-01-27,0,河南省,0
新乡,6,0,2020-01-27,0,河南省,0
焦作,2,0,2020-01-27,0,河南省,0
许昌,2,0,2020-01-27,0,河南省,0
漯河,9,0,2020-01-27,0,河南省,0
三门峡,3,0,2020-01-27,0,河南省,0
南阳,26,0,2020-01-27,0,河南省,0
商丘,7,0,2020-01-27,0,河南省,0
周口,15,0,2020-01-27,0,河南省,0
信阳,29,0,2020-01-27,0,河南省,0
驻马店,10,0,2020-01-27,0,河南省,0
南京,10,0,2020-01-27,0,江苏省,0
无锡,6,0,2020-01-27,0,江苏省,0
徐州,8,0,2020-01-27,0,江苏省,0
常州,8,0,2020-01-27,0,江苏省,0
苏州,12,0,2020-01-27,1,江苏省,0
南通,6,0,2020-01-27,0,江苏省,0
连云港,3,0,2020-01-27,0,江苏省,0
淮安,2,0,2020-01-27,0,江苏省,0
盐城,1,0,2020-01-27,0,江苏省,0
扬州,5,0,2020-01-27,0,江苏省,0
镇江,2,0,2020-01-27,0,江苏省,1
泰州,4,0,2020-01-27,0,江苏省,0
宿迁,3,0,2020-01-27,0,江苏省,0
沈阳,7,0,2020-01-27,0,辽宁省,0
大连,5,0,2020-01-27,0,辽宁省,0
本溪,2,0,2020-01-27,0,辽宁省,0
丹东,4,0,2020-01-27,0,辽宁省,0
营口,1,0,2020-01-27,0,辽宁省,0
铁岭,2,0,2020-01-27,0,辽宁省,0
朝阳,2,0,2020-01-27,0,辽宁省,0
盘锦,2,0,2020-01-27,0,辽宁省,0
葫芦岛,2,0,2020-01-27,0,辽宁省,0
西宁,6,0,2020-01-27,0,青海省,0
晋中,5,0,2020-01-27,0,山西省,1
运城,3,0,2020-01-27,0,山西省,0
太原,3,0,2020-01-27,0,山西省,0
吕梁,3,0,2020-01-27,0,山西省,1
朔州,2,0,2020-01-27,0,山西省,0
大同,1,0,2020-01-27,0,山西省,0
长治,1,0,2020-01-27,0,山西省,0
阳泉,1,0,2020-01-27,0,山西省,0
临汾,1,0,2020-01-27,0,山西省,0
乌鲁木齐,5,0,2020-01-27,0,新疆,1
伊犁州,2,0,2020-01-27,0,新疆,1
吐鲁番,1,0,2020-01-27,0,新疆,0
第七师,1,0,2020-01-27,0,新疆,0
第八师石河子,1,0,2020-01-27,0,新疆,0
福州,18,0,2020-01-27,0,福建省,0
厦门,4,0,2020-01-27,0,福建省,0
漳州,5,0,2020-01-27,0,福建省,0
泉州,10,0,2020-01-27,0,福建省,0
三明,4,0,2020-01-27,0,福建省,0
莆田,10,0,2020-01-27,0,福建省,0
南平,2,0,2020-01-27,0,福建省,0
宁德,6,0,2020-01-27,0,福建省,0
南宁,5,0,2020-01-27,0,广西,0
柳州,6,0,2020-01-27,0,广西,0
桂林,15,0,2020-01-27,0,广西,0
梧州,4,0,2020-01-27,0,广西,0
北海,11,0,2020-01-27,0,广西,0
防城港,3,0,2020-01-27,0,广西,0
玉林,2,0,2020-01-27,0,广西,0
百色,2,0,2020-01-27,0,广西,0
河池,3,0,2020-01-27,0,广西,0
石家庄,9,0,2020-01-27,0,河北省,0
廊坊,6,0,2020-01-27,0,河北省,0
沧州,5,0,2020-01-27,0,河北省,0
邯郸,4,0,2020-01-27,0,河北省,0
保定,3,0,2020-01-27,0,河北省,0
邢台,2,0,2020-01-27,0,河北省,0
衡水,2,0,2020-01-27,0,河北省,0
承德,1,0,2020-01-27,0,河北省,0
唐山,1,0,2020-01-27,0,河北省,0
武汉,1590,0,2020-01-27,0,湖北省,0
黄石,53,0,2020-01-27,0,湖北省,0
十堰,65,0,2020-01-27,0,湖北省,0
襄阳,70,0,2020-01-27,0,湖北省,0
宜昌,51,0,2020-01-27,0,湖北省,0
荆州,71,0,2020-01-27,0,湖北省,0
荆门,114,0,2020-01-27,0,湖北省,0
鄂州,57,0,2020-01-27,0,湖北省,0
孝感,173,0,2020-01-27,0,湖北省,0
黄冈,213,0,2020-01-27,0,湖北省,0
咸宁,91,0,2020-01-27,0,湖北省,0
随州,70,0,2020-01-27,0,湖北省,0
恩施州,38,0,2020-01-27,0,湖北省,0
仙桃,27,0,2020-01-27,0,湖北省,0
天门,23,0,2020-01-27,0,湖北省,0
潜江,7,0,2020-01-27,0,湖北省,0
神农架林区,1,0,2020-01-27,0,湖北省,0
南昌,17,0,2020-01-27,0,江西省,0
赣州,10,0,2020-01-27,0,江西省,0
宜春,10,0,2020-01-27,0,江西省,0
九江,9,0,2020-01-27,0,江西省,0
抚州,8,0,2020-01-27,0,江西省,0
上饶,7,0,2020-01-27,0,江西省,0
新余,3,0,2020-01-27,0,江西省,0
吉安,3,0,2020-01-27,0,江西省,0
景德镇,2,0,2020-01-27,0,江西省,0
萍乡,2,0,2020-01-27,0,江西省,0
鹰潭,1,0,2020-01-27,0,江西省,0
包头,3,0,2020-01-27,0,内蒙古,0
呼伦贝尔,2,0,2020-01-27,0,内蒙古,0
兴安盟,1,0,2020-01-27,0,内蒙古,0
通辽,1,0,2020-01-27,0,内蒙古,0
赤峰,2,0,2020-01-27,0,内蒙古,0
锡林郭勒盟,2,0,2020-01-27,0,内蒙古,0
鄂尔多斯,2,0,2020-01-27,0,内蒙古,0
济南,10,0,2020-01-27,0,山东省,0
青岛,13,0,2020-01-27,0,山东省,0
淄博,2,0,2020-01-27,0,山东省,0
枣庄,2,0,2020-01-27,0,山东省,0
烟台,8,0,2020-01-27,0,山东省,0
潍坊,3,0,2020-01-27,0,山东省,0
济宁,5,0,2020-01-27,0,山东省,0
泰安,1,0,2020-01-27,0,山东省,0
威海,10,0,2020-01-27,0,山东省,0
日照,6,0,2020-01-27,0,山东省,0
临沂,8,0,2020-01-27,0,山东省,0
德州,8,0,2020-01-27,0,山东省,0
聊城,3,0,2020-01-27,0,山东省,0
滨州,4,0,2020-01-27,0,山东省,0
菏泽,4,0,2020-01-27,0,山东省,0
西安,12,0,2020-01-27,0,陕西省,0
